actual,expected,glm_est,ols_est,expected_est,expected_est_better,actual_est,expected_est_bad_prior,expected_est_better_bad_prior,actual_est_bad_prior
525616.0,524407.2701029225,512400.56870574737,512228.9980413682,403875.8973931516,9.307211533851978e7,9.3072361116e7,523846.92640739295,523938.9822590685,523742.3819999999
1.1016975e7,1.101403974483184e7,1.0960694623561522e7,1.0960109474082137e7,347503.4185801065,1.097961795433537e8,1.09795427246e8,1.1004442922837777e7,1.1004763389002657e7,1.1003590476e7
9217.0,9267.803712769326,44893.86736881232,44463.476613869585,10859.04327576922,10933.53210790974,11012.632,22104.292695566364,33457.08431018687,33409.856
548645.0,548680.2137434809,507561.81161912566,505877.92892624554,433614.7105838277,2.8600601672815967e7,2.8600688748e7,519731.2510978671,520460.7844514064,520630.89400000003
11279.0,11344.328277548912,11726.550334240766,11681.51636729461,11826.250526775231,11828.180914934735,11926.036,11366.33285135261,11393.350623631763,11388.922
47306.0,47399.70005230315,50626.47395641211,50332.76234792748,48558.00249744673,48561.40104925951,48273.682,47950.18621427883,48029.26350821461,48018.746
124296.0,123961.0479684213,133335.7964125128,133113.82139824363,127200.88702872192,127200.94555268576,127397.606,126802.42910460515,127118.48053147274,127126.292
4.115107e6,4.115237359446569e6,4.0800094427485056e6,4.079603857731954e6,419876.5517590467,1.0376033288555737e8,1.03760246776e8,4.0965630136462017e6,4.0967352479765075e6,4.0975350280000004e6
276504.0,276322.65231028205,251877.14329860162,251447.8654783911,389938.00907319295,8.516583836090436e6,8.516754436e6,276514.19863335334,276638.07505700964,276942.99999999994
749868.0,749723.8369815359,650140.3024419016,650616.463840224,370365.4097356682,1.3350279175810559e8,1.33502515308e8,647582.7563487365,648753.0400989469,648821.6139999998
44018.0,44170.5018929631,45305.74729217999,45268.316689282154,44717.242673337816,44808.354005374786,44861.92399999999,43541.17080978703,43561.37507924638,43592.670000000006
3.1746614e7,3.1747325331798404e7,3.1808202394308813e7,3.181977770781161e7,325550.1888548622,4.262970687846144e7,4.2629597864e7,3.1813199076541767e7,3.181351203567228e7,3.1813240664e7
586.0,588.3522729258932,97.62477296896422,94.00675832679882,592.4014481397505,593.5656873910923,584.05,317.2997960320391,322.12497043076735,321.54400000000004
1214.0,1158.271777110929,3573.6028944609075,3506.5493878572515,1274.8483180028234,1275.1504378434133,1285.366,722.1760651722304,769.2403509677729,769.2199999999999
3.2340692e7,3.2337906706987597e7,3.217604276184299e7,3.2172806450174686e7,368598.9108909947,3.2808471399003834e7,3.280833935e7,3.2161413035976432e7,3.2162516134772215e7,3.2162726824e7
2.509859e6,2.511225380137805e6,2.5163680818641726e6,2.519177596222725e6,470605.0127615286,3.629407700611521e7,3.6293951488e7,2.513583713339153e6,2.5143473710663468e6,2.514624466e6
6.869039e6,6.867672015044423e6,6.835316874829361e6,6.83509051894691e6,502496.10482851,9.58388513259395e7,9.5839138178e7,6.877083943113517e6,6.87711094298472e6,6.876652398e6
2040.0,2028.5532155666751,3182.8485797254107,3027.8473239771456,1816.6153404218776,1824.0009123573072,1836.934,1174.890864885479,1237.390750611097,1235.862
890.0,842.2221671898112,361.96522932101993,363.9156474257859,879.9991939373504,881.2095524392402,892.7900000000001,480.98318685956644,485.358234986027,483.43399999999997
7.605093e6,7.607236246627702e6,7.654241034554847e6,7.654091667661719e6,483115.49142668076,3.932878535258186e7,3.9329414122e7,7.61341774523877e6,7.613497692878821e6,7.61504426e6
635531.0,635725.6599162444,557212.0552671106,556643.2055748313,427632.2946957847,3.6809410899846666e7,3.6809445788e7,556912.1947217158,558163.7679611198,558148.758
3.7428901e7,3.742753422042631e7,3.693396231843675e7,3.693086845856181e7,404695.19162094186,3.3004973894533567e7,3.3005139388e7,3.692470161270367e7,3.692595522559767e7,3.6926231016e7
47405.0,47375.88657827293,42587.504396727716,42786.41020947972,48610.548755368894,48616.32554230783,48638.412,46717.260326145086,46837.07078160522,46888.22
77353.0,77001.11352818737,70756.071831027,71015.00433474165,79805.27314180466,79805.3508651985,79687.32,76615.25215373679,76673.91954573526,76590.876
11502.0,11320.923099290334,30165.77270718603,30142.442279352224,12834.729223468312,12848.989627701701,12850.718,12641.94732744686,14375.769431316387,14476.288
242203.0,242257.09006222736,214774.00751593307,215458.1052582558,261548.70973591343,281581.30237990624,281777.422,240118.8040984647,240232.4635083597,239896.05
45672.0,45497.935611953115,53915.852829402436,53364.08560689244,46924.53565921411,46925.57297073471,47036.64000000001,46960.637721831255,47063.89628058305,46944.32200000001
8776.0,8873.955873297016,15818.351143195592,15870.291727166772,9540.175287036021,9555.21233048237,9576.003999999999,9298.761451428596,9790.960091880013,9793.171999999999
285771.0,286376.0005960875,281947.51913888374,281939.4391611303,351682.1979326392,3.128251769265733e7,3.1282820334e7,287174.1029095419,287176.86236165545,287349.41199999995
897117.0,897424.715350113,805741.601735659,805037.9214565236,446538.4692228388,9.801496199456468e7,9.801470805799998e7,804747.1762991608,806208.0765258416,806114.3020000001
1.404304e6,1.4052715063094448e6,1.3952137055737593e6,1.3952941986976853e6,393425.54058916506,1.414935183886279e8,1.4149456989e8,1.401136553056951e6,1.4012544499563174e6,1.4026319139999999e6
371.0,355.5356367668026,1374.1137827147224,1237.3235195575608,374.82772128124935,375.47346555264266,383.914,202.92005046415284,216.6022833240634,208.096
1.193712e6,1.1926646046177796e6,1.106951290848661e6,1.1052150288462772e6,373043.7873923834,3.584800412548494e7,3.5847953322e7,1.1069457503351e6,1.1084932498010262e6,1.108443252e6
1.7266708e7,1.726057219319935e7,1.7167230474242005e7,1.717032534724524e7,376288.0203626835,2.170735761390339e7,2.1707667856000002e7,1.7185625540358435e7,1.718645988231985e7,1.7186123373999998e7
30048.0,30298.137414873687,26219.52190457527,26150.243822471704,33302.63186898346,33303.40712286769,33452.856,30226.42821709637,30280.98007480654,30314.18
75176.0,75590.4142473999,72250.50219816258,72727.37439562588,80158.12506000967,80170.20664414646,80144.324,76300.3110076692,76392.34458079434,76443.36600000001
